category,player,match,is_anchor,window1_open_ET,scheduled_ET,realstart_ET,real_start_source,latch_diagnosis,bid_min,bid_max,bid_band_width,bid_at_window1,bid_at_scheduled,bid_at_realstart,bid_precorridor_width,bid_corridor_width,bid_net_direction,bid_where_motion_corridorfrac,ask_min,ask_max,ask_band_width,ask_at_window1,ask_at_scheduled,ask_at_realstart,ask_precorridor_width,ask_corridor_width,ask_net_direction,ask_where_motion_corridorfrac,last_min,last_max,last_band_width,last_at_window1,last_at_scheduled,last_at_realstart,last_precorridor_width,last_corridor_width,last_net_direction,last_where_motion_corridorfrac,taker_buy_vol,taker_sell_vol,our_bid_path,our_fill_cent
ATP_MAIN,Otto Virtanen,26JUN22VIRMAR,,05:00:00,09:00:00,09:00:00,scheduled_fallback,B1_should_have_latched,83,86,3,83,86,86,3,,1,,84,87,3,84,87,87,3,,1,,85,86,1,85,86,86,1,,1,,3033,0,engagement_join:83->77->85->85->85,85
ATP_MAIN,Nick Kyrgios,26JUN22WALKYR,,07:30:00,11:30:00,11:36:52,latch,latch,56,58,2,57,57,57,2,1,0,0.5,58,59,1,58,58,58,1,0,0,0.0,56,59,3,58,58,58,3,2,0,0.667,62554,2683,engagement_join:57,57
ATP_MAIN,Adam Walton,26JUN22WALKYR,,07:30:00,11:30:00,11:36:52,latch,latch,41,43,2,42,42,43,1,1,1,0.5,43,44,1,43,43,44,0,1,1,1.0,41,44,3,43,43,44,3,1,1,0.333,27042,717,staircase:37->38->39->40->41->44,44
ATP_MAIN,Borna Gojo,26JUN22WONGOJ,,02:00:00,06:00:00,06:00:00,scheduled_fallback,B1_should_have_latched,38,41,3,41,39,39,3,,-1,,40,42,2,42,40,40,2,,-1,,40,42,2,42,40,40,2,,-1,,792,0,staircase:35->36->37->38->39,39
ATP_MAIN,Chak Lam Coleman Wong,26JUN22WONGOJ,,02:00:00,06:00:00,06:00:00,scheduled_fallback,B1_should_have_latched,57,61,4,58,60,60,4,,1,,59,63,4,59,63,63,4,,1,,59,63,4,59,63,63,4,,1,,3734,0,staircase:57->58,58
ATP_MAIN,Hugo Dellien,26JUN22YUNDEL,,02:00:00,06:00:00,06:00:00,scheduled_fallback,B1_should_have_latched,7,7,0,7,7,7,0,,0,0.0,8,8,0,8,8,8,0,,0,0.0,7,8,1,8,8,8,1,,0,,6075,59,staircase:7,7
ATP_MAIN,Bu Yunchaokete,26JUN22YUNDEL,,02:00:00,06:00:00,06:00:00,scheduled_fallback,B1_should_have_latched,92,92,0,92,92,92,0,,0,0.0,93,93,0,93,93,93,0,,0,0.0,92,93,1,93,93,93,1,,0,,928,11,engagement_join:92->92,92
ATP_MAIN,SEA?,26JUN22ZHASEA,,06:30:00,10:30:00,10:30:00,scheduled_fallback,B1_should_have_latched,39,40,1,40,40,40,1,,0,,41,42,1,41,41,41,1,,0,,39,42,3,41,39,39,3,,-1,,447,4,staircase:34->35->36->37->38->39,39
ATP_MAIN,ZHA?,26JUN22ZHASEA,,06:30:00,10:30:00,10:30:00,scheduled_fallback,B1_should_have_latched,58,60,2,58,59,59,2,,1,,59,61,2,60,61,61,2,,1,,59,61,2,60,61,61,2,,1,,3349,91,staircase:56->57->60,
WTA_MAIN,Emiliana Arango,26JUN22JOIARA,,03:30:00,07:30:00,07:30:00,scheduled_fallback,B1_should_have_latched,39,41,2,39,40,40,2,,1,,40,43,3,41,41,41,3,,0,,39,41,2,40,40,40,2,,0,,976,96,engagement_join:39->39,39
WTA_MAIN,Maya Joint,26JUN22JOIARA,,03:30:00,07:30:00,07:30:00,scheduled_fallback,B1_should_have_latched,58,61,3,59,59,59,3,,0,,59,62,3,61,60,60,3,,-1,,58,62,4,61,61,61,4,,0,,1931,2,staircase:49->50->51->52->53->55->56->57->58,58
WTA_MAIN,Daria Kasatkina,26JUN22KESKAS,,06:30:00,10:30:00,10:30:00,scheduled_fallback,B1_should_have_latched,53,53,0,53,53,53,0,,0,0.0,54,54,0,54,54,54,0,,0,0.0,54,54,0,54,54,54,0,,0,0.0,1126,0,engagement_join:53->53,53
WTA_MAIN,McCartney Kessler,26JUN22KESKAS,,06:30:00,10:30:00,10:30:00,scheduled_fallback,B1_should_have_latched,45,48,3,48,46,46,3,,-1,,46,49,3,49,47,47,3,,-1,,46,49,3,49,47,47,3,,-1,,569,172,engagement_join:48,48
WTA_MAIN,Hannah Klugman,26JUN22KLUVAL,,02:00:00,06:00:00,06:00:00,scheduled_fallback,B1_should_have_latched,26,28,2,26,28,28,2,,1,,28,29,1,28,29,29,1,,1,,28,29,1,28,29,29,1,,1,,5507,0,staircase:21->22->23->24->25->26,26
WTA_MAIN,Tereza Valentova,26JUN22KLUVAL,,02:00:00,06:00:00,06:00:00,scheduled_fallback,B1_should_have_latched,72,73,1,72,73,73,1,,1,,73,74,1,74,74,74,1,,0,,74,74,0,74,74,74,0,,0,0.0,720,0,engagement_join:72->73,73
WTA_MAIN,Anna Kalinskaya,26JUN22KRAKAL,,03:00:00,07:00:00,07:00:00,scheduled_fallback,B1_should_have_latched,67,72,5,67,72,72,5,,1,,69,73,4,71,73,73,4,,1,,69,73,4,71,73,73,4,,1,,1112,33,,
WTA_MAIN,Sinja Kraus,26JUN22KRAKAL,,03:00:00,07:00:00,07:00:00,scheduled_fallback,B1_should_have_latched,28,31,3,30,28,28,3,,-1,,29,32,3,32,29,29,3,,-1,,29,32,3,32,29,29,3,,-1,,3171,0,staircase:25->26->27->28,28
WTA_MAIN,Francesca Jones,26JUN22OSTJON,,05:00:00,09:00:00,11:06:21,latch,latch,19,24,5,23,23,24,1,5,1,1.0,21,25,4,24,24,25,1,4,1,1.0,20,24,4,24,24,24,1,4,0,1.0,12731,929,staircase:21->22,22
WTA_MAIN,Jelena Ostapenko,26JUN22OSTJON,,05:00:00,09:00:00,11:06:21,latch,latch,76,79,3,77,77,76,1,3,-1,1.0,77,81,4,78,78,77,0,4,-1,1.0,77,80,3,78,78,80,1,2,1,0.667,25024,293,engagement_join:77->68->77->77->76->76->76->77->77,77
WTA_MAIN,Petra Marcinko,26JUN22RUZMAR,,03:30:00,07:30:00,07:46:13,latch,latch,38,64,26,38,39,64,3,25,1,0.962,40,65,25,40,41,65,2,23,1,0.92,40,65,25,40,40,65,2,20,1,0.8,6693,19,engagement_join:38->39,
WTA_MAIN,Antonia Ruzic,26JUN22RUZMAR,,03:30:00,07:30:00,07:46:13,latch,latch,35,61,26,59,58,35,3,23,-1,0.885,36,66,30,61,61,36,3,30,-1,1.0,36,62,26,61,62,36,3,22,-1,0.846,9350,2083,staircase:50->51->52->53->55->56->57->58,58
WTA_MAIN,SIE?,26JUN22SIEZHE,,04:00:00,08:00:00,08:07:20,latch,latch,33,38,5,33,34,38,3,5,1,1.0,34,39,5,34,35,39,3,5,1,1.0,33,39,6,34,35,34,4,5,0,0.833,13271,852,staircase:27->28->29->30->31->32->33,
WTA_MAIN,ZHE?,26JUN22SIEZHE,,04:00:00,08:00:00,08:07:20,latch,latch,61,66,5,66,66,61,3,5,-1,1.0,62,68,6,67,67,62,3,6,-1,1.0,64,68,4,65,66,64,3,4,-1,1.0,8385,1994,,
WTA_MAIN,Anhelina Kalinina,26JUN22SNIKAL,,02:00:00,06:00:00,06:00:00,scheduled_fallback,B1_should_have_latched,37,37,0,37,37,37,0,,0,0.0,38,38,0,38,38,38,0,,0,0.0,37,38,1,38,37,37,1,,-1,,147,3,engagement_join:37->37,37
WTA_MAIN,Daria Snigur,26JUN22SNIKAL,,02:00:00,06:00:00,06:00:00,scheduled_fallback,B1_should_have_latched,61,63,2,61,62,62,2,,1,,63,64,1,63,64,64,1,,1,,63,64,1,63,64,64,1,,1,,1798,5,staircase:50->52->54->55->56->58->60->61,61
WTA_MAIN,Elisabetta Cocciaretto,26JUN22TOMCOC,,03:30:00,07:30:00,07:30:00,scheduled_fallback,B1_should_have_latched,37,38,1,37,38,38,1,,1,,38,39,1,39,39,39,1,,0,,38,39,1,39,39,39,1,,0,,909,0,engagement_join:37->38,38
WTA_MAIN,Ajla Tomljanovic,26JUN22TOMCOC,,03:30:00,07:30:00,07:30:00,scheduled_fallback,B1_should_have_latched,60,63,3,61,62,62,3,,1,,61,64,3,62,64,64,3,,1,,62,62,0,62,62,62,0,,0,0.0,362,0,staircase:49->50->52->53->55->56->57->59->60,60
WTA_MAIN,Irina-Camelia Begu,26JUN22WILBEG,,05:30:00,09:30:00,09:30:00,scheduled_fallback,B1_should_have_latched,74,78,4,78,76,76,4,,-1,,76,79,3,79,78,78,3,,-1,,75,79,4,79,78,78,4,,-1,,12391,281,engagement_join:75->66->76->76->76,76
WTA_MAIN,Venus Williams,26JUN22WILBEG,,05:30:00,09:30:00,09:30:00,scheduled_fallback,B1_should_have_latched,20,24,4,20,23,23,4,,1,,21,25,4,21,24,24,4,,1,,21,25,4,21,24,24,4,,1,,14552,605,staircase:21->22,22
