c,tbin,fill
49,230,0.7927319580443073
49,240,0.7832907880879836
50,20,0.31734638212754085
50,30,0.5684903009684873
50,40,0.6620757503620307
50,50,0.7141467011467035
50,60,0.7289449442901154
50,70,0.7719513260036297
50,80,0.7863806978775528
50,90,0.8060347927674014
50,100,0.8113899391192196
50,110,0.7903369017953931
50,120,0.7915695844647516
50,130,0.7938268324588632
50,140,0.8032302787296225
50,150,0.7970138527043342
50,160,0.8134285544178703
50,170,0.8268711653103832
50,180,0.8283865975378736
50,190,0.8309369742759611
50,200,0.8157711830130986
50,210,0.8060078536058531
50,220,0.8214638602854148
50,230,0.8188856227620283
50,240,0.82115856094227
51,20,0.313816354260829
51,30,0.5576389774091149
51,40,0.6517649202983009
51,50,0.7015599269018274
51,60,0.731306597789231
51,70,0.766638069322091
51,80,0.7839156176837547
51,90,0.7926435964826662
51,100,0.8003101809917876
51,110,0.7759475075634281
51,120,0.7773625901433077
51,130,0.776117588331872
51,140,0.7824344719988167
51,150,0.7833440714365506
51,160,0.7940501748671712
51,170,0.7991105717859499
51,180,0.8041889550148242
51,190,0.809015920658671
51,200,0.7992475939231896
51,210,0.7946073484004695
51,220,0.8109264381260016
51,230,0.8060611531903851
